doc_id,baseline_x,baseline_y,run_x,run_y,displacement
doc_1242,10.966163,11.617751,10.966163,11.617751,0.0
doc_1243,10.409253,9.785991,10.409253,9.785991,0.0
doc_1244,10.79421,10.501211,10.79421,10.501211,0.0
doc_1245,12.427246,9.884614,12.427246,9.884614,0.0
doc_1246,9.449465,9.5571375,9.449465,9.5571375,0.0
doc_1247,11.903219,9.624984,11.903219,9.624984,0.0
doc_1248,9.779035,10.060619,9.779035,10.060619,0.0
doc_1249,11.890136,9.593806,11.890136,9.593806,0.0
doc_1250,9.755618,11.289906,9.755618,11.289906,0.0
doc_1251,9.719022,11.322263,9.719022,11.322263,0.0
doc_1252,11.685049,10.184364,11.685049,10.184364,0.0
doc_1253,11.089494,11.617886,11.089494,11.617886,0.0
doc_1254,10.495672,12.402755,10.495672,12.402755,0.0
doc_1255,9.920763,11.36333,9.920763,11.36333,0.0
doc_1256,10.566802,11.946912,10.566802,11.946912,0.0
doc_1257,8.568221,15.154871,8.568221,15.154871,0.0
doc_1258,10.507464,11.435972,10.507464,11.435972,0.0
doc_1259,11.952441,10.882081,11.952441,10.882081,0.0
doc_1260,12.191581,11.661042,12.191581,11.661042,0.0
doc_1261,13.379192,10.570613,13.379192,10.570613,0.0
doc_1262,13.100184,10.351822,13.100184,10.351822,0.0
doc_1263,12.946566,10.588644,12.946566,10.588644,0.0
doc_1264,9.7934475,10.194675,9.7934475,10.194675,0.0
doc_1265,12.193781,11.603416,12.193781,11.603416,0.0
doc_1266,10.57319,10.548375,10.57319,10.548375,0.0
doc_1267,10.782268,10.481485,10.782268,10.481485,0.0
doc_1268,9.362396,9.441244,9.362396,9.441244,0.0
doc_1269,9.389759,9.474571,9.389759,9.474571,0.0
doc_1270,15.561398,12.08485,15.561398,12.08485,0.0
doc_1271,15.534522,12.078115,15.534522,12.078115,0.0
doc_1272,15.588646,12.101665,15.588646,12.101665,0.0
doc_1273,9.091194,10.350964,9.091194,10.350964,0.0
doc_1274,9.083248,10.351266,9.083248,10.351266,0.0
doc_1275,9.472392,10.312478,9.472392,10.312478,0.0
doc_1276,9.925617,9.923091,9.925617,9.923091,0.0
doc_1277,9.686474,9.77861,9.686474,9.77861,0.0
doc_1278,12.743212,11.013899,12.743212,11.013899,0.0
doc_1279,10.417088,9.691598,10.417088,9.691598,0.0
doc_1280,14.910177,9.844253,14.910177,9.844253,0.0
doc_1281,10.600409,9.239858,10.600409,9.239858,0.0
doc_1282,10.912743,8.94957,10.912743,8.94957,0.0
doc_1283,7.7862077,10.607939,7.7862077,10.607939,0.0
doc_1284,7.7783904,10.620918,7.7783904,10.620918,0.0
doc_1285,10.621485,10.481836,10.621485,10.481836,0.0
doc_1286,9.364808,9.448385,9.364808,9.448385,0.0
doc_1287,15.569205,12.073193,15.569205,12.073193,0.0
doc_1288,9.600461,9.638168,9.600461,9.638168,0.0
doc_1289,9.646101,11.870837,9.646101,11.870837,0.0
doc_1290,10.431058,9.797517,10.431058,9.797517,0.0
doc_1291,11.867404,12.022278,11.867404,12.022278,0.0
doc_1292,11.701469,11.590459,11.701469,11.590459,0.0
doc_1293,8.562492,15.208603,8.562492,15.208603,0.0
doc_1294,14.944609,9.991564,14.944609,9.991564,0.0
doc_1295,10.4566555,11.101202,10.4566555,11.101202,0.0
doc_1296,11.294073,11.856185,11.294073,11.856185,0.0
doc_1297,12.33416,11.676843,12.33416,11.676843,0.0
doc_1298,11.7626,10.62436,11.7626,10.62436,0.0
doc_1299,10.102716,12.6624365,10.102716,12.6624365,0.0
doc_1300,11.598523,11.219761,11.598523,11.219761,0.0
doc_1301,10.612311,10.5530815,10.612311,10.5530815,0.0
doc_1302,10.150885,12.474852,10.150885,12.474852,0.0
doc_1303,10.680728,12.116339,10.680728,12.116339,0.0
doc_1304,7.805175,10.607158,7.805175,10.607158,0.0
doc_1305,15.180906,10.115747,15.180906,10.115747,0.0
doc_1306,10.619848,9.18768,10.619848,9.18768,0.0
doc_1307,15.104364,10.069367,15.104364,10.069367,0.0
doc_1308,10.843914,8.9029875,10.843914,8.9029875,0.0
doc_1309,10.398134,9.849011,10.398134,9.849011,0.0
doc_1310,15.116672,10.091829,15.116672,10.091829,0.0
doc_1311,12.251072,11.007448,12.251072,11.007448,0.0
doc_1312,10.061406,10.577795,10.061406,10.577795,0.0
doc_1313,14.891877,9.960945,14.891877,9.960945,0.0
doc_1314,10.603524,9.252074,10.603524,9.252074,0.0
doc_1315,11.330257,11.76866,11.330257,11.76866,0.0
doc_1316,14.817517,9.8978195,14.817517,9.8978195,0.0
doc_1317,10.985436,9.631536,10.985436,9.631536,0.0
doc_1318,10.9686985,10.8242855,10.9686985,10.8242855,0.0
doc_1319,9.764036,11.273075,9.764036,11.273075,0.0
doc_1320,9.734455,11.270549,9.734455,11.270549,0.0
doc_1321,9.793802,11.354036,9.793802,11.354036,0.0
doc_1322,10.164038,12.013828,10.164038,12.013828,0.0
doc_1323,9.871367,12.645695,9.871367,12.645695,0.0
doc_1324,9.905784,11.42888,9.905784,11.42888,0.0
doc_1325,10.641733,11.240347,10.641733,11.240347,0.0
doc_1326,8.764343,15.604552,8.764343,15.604552,0.0
doc_1327,10.178308,10.9165125,10.178308,10.9165125,0.0
doc_1328,9.067748,10.33728,9.067748,10.33728,0.0
doc_1329,10.484262,10.896166,10.484262,10.896166,0.0
doc_1330,11.173077,11.243123,11.173077,11.243123,0.0
doc_1331,15.591993,12.065682,15.591993,12.065682,0.0
doc_1332,9.985354,12.575281,9.985354,12.575281,0.0
doc_1333,10.341777,9.717262,10.341777,9.717262,0.0
doc_1334,10.767289,10.413507,10.767289,10.413507,0.0
doc_1335,10.387169,11.518734,10.387169,11.518734,0.0
doc_1336,10.157851,10.303925,10.157851,10.303925,0.0
doc_1337,9.7744255,9.715572,9.7744255,9.715572,0.0
doc_1338,7.8200545,10.632172,7.8200545,10.632172,0.0
doc_1339,9.081918,10.361382,9.081918,10.361382,0.0
doc_1340,9.122792,10.367311,9.122792,10.367311,0.0
doc_1341,10.443853,11.334457,10.443853,11.334457,0.0
doc_1342,9.671793,10.692918,9.671793,10.692918,0.0
doc_1343,9.102015,10.355824,9.102015,10.355824,0.0
doc_1344,10.127685,10.858601,10.127685,10.858601,0.0
doc_1345,10.354905,9.69155,10.354905,9.69155,0.0
doc_1346,10.374795,9.636647,10.374795,9.636647,0.0
doc_1347,14.447624,8.844229,14.447624,8.844229,0.0
doc_1348,7.7833314,10.622697,7.7833314,10.622697,0.0
doc_1349,10.373963,10.846871,10.373963,10.846871,0.0
doc_1350,10.236484,9.740807,10.236484,9.740807,0.0
doc_1351,10.326099,9.689204,10.326099,9.689204,0.0
doc_1352,7.7713084,10.619066,7.7713084,10.619066,0.0
doc_1353,14.44245,8.844359,14.44245,8.844359,0.0
doc_1354,8.946404,11.676011,8.946404,11.676011,0.0
doc_1355,8.03587,10.669752,8.03587,10.669752,0.0
doc_1356,7.7787833,10.609052,7.7787833,10.609052,0.0
doc_1357,8.200294,10.813274,8.200294,10.813274,0.0
doc_1358,9.380054,12.33243,9.380054,12.33243,0.0
doc_1359,10.572452,11.166574,10.572452,11.166574,0.0
doc_1360,7.7605057,10.572627,7.7605057,10.572627,0.0
doc_1361,9.870634,10.688183,9.870634,10.688183,0.0
doc_1362,14.416333,8.850793,14.416333,8.850793,0.0
doc_1363,11.575881,11.092097,11.575881,11.092097,0.0
doc_1364,11.613282,11.116085,11.613282,11.116085,0.0
doc_1365,9.863197,10.488707,9.863197,10.488707,0.0
doc_1366,10.049532,10.766748,10.049532,10.766748,0.0
doc_1367,10.407099,9.732673,10.407099,9.732673,0.0
doc_1368,11.933782,11.577217,11.933782,11.577217,0.0
doc_1369,10.355963,9.652729,10.355963,9.652729,0.0
doc_1370,12.540636,8.491766,12.540636,8.491766,0.0
doc_1371,11.778947,11.220026,11.778947,11.220026,0.0
doc_1372,12.706526,8.527921,12.706526,8.527921,0.0
doc_1373,9.332047,9.400364,9.332047,9.400364,0.0
doc_1374,12.245199,10.115578,12.245199,10.115578,0.0
doc_1375,10.7599325,10.437318,10.7599325,10.437318,0.0
doc_1376,10.939951,11.000801,10.939951,11.000801,0.0
doc_1377,10.536601,10.536486,10.536601,10.536486,0.0
doc_1378,11.512583,11.919263,11.512583,11.919263,0.0
doc_1379,10.405177,9.7463045,10.405177,9.7463045,0.0
doc_1380,4.7434855,13.550582,4.7434855,13.550582,0.0
doc_1381,15.131972,9.984589,15.131972,9.984589,0.0
doc_1382,9.629425,9.633282,9.629425,9.633282,0.0
doc_1383,9.04463,10.386513,9.04463,10.386513,0.0
doc_1384,11.100483,12.240483,11.100483,12.240483,0.0
doc_1385,9.4489355,9.508093,9.4489355,9.508093,0.0
doc_1386,15.14332,10.009664,15.14332,10.009664,0.0
doc_1387,10.830077,9.071902,10.830077,9.071902,0.0
doc_1388,11.556597,11.139959,11.556597,11.139959,0.0
doc_1389,9.906441,10.856352,9.906441,10.856352,0.0
doc_1390,9.954595,11.300842,9.954595,11.300842,0.0
doc_1391,15.170158,9.961068,15.170158,9.961068,0.0
doc_1392,9.881468,11.199758,9.881468,11.199758,0.0
doc_1393,9.394526,9.460068,9.394526,9.460068,0.0
doc_1394,9.098484,10.34572,9.098484,10.34572,0.0
doc_1395,13.285956,10.745539,13.285956,10.745539,0.0
doc_1396,12.844294,9.064905,12.844294,9.064905,0.0
doc_1397,7.855659,10.512084,7.855659,10.512084,0.0
doc_1398,8.026112,10.368751,8.026112,10.368751,0.0
doc_1399,12.821305,9.32863,12.821305,9.32863,0.0
doc_1400,10.646664,11.145377,10.646664,11.145377,0.0
doc_1401,13.723923,12.526844,13.723923,12.526844,0.0
doc_1402,12.903317,9.514216,12.903317,9.514216,0.0
doc_1403,10.525483,11.385661,10.525483,11.385661,0.0
doc_1404,14.751064,9.931695,14.751064,9.931695,0.0
doc_1405,15.115876,9.981856,15.115876,9.981856,0.0
doc_1406,12.634896,11.320211,12.634896,11.320211,0.0
doc_1407,7.790605,10.613046,7.790605,10.613046,0.0
doc_1408,15.069994,10.079638,15.069994,10.079638,0.0
doc_1409,9.7272625,11.25574,9.7272625,11.25574,0.0
doc_1410,15.055224,10.038975,15.055224,10.038975,0.0
doc_1411,14.991317,9.903669,14.991317,9.903669,0.0
doc_1412,10.907064,11.169785,10.907064,11.169785,0.0
doc_1413,15.139198,10.056131,15.139198,10.056131,0.0
doc_1414,12.197445,11.904096,12.197445,11.904096,0.0
doc_1415,9.293808,15.771213,9.293808,15.771213,0.0
doc_1416,11.547959,11.1860285,11.547959,11.1860285,0.0
doc_1417,10.905699,11.249607,10.905699,11.249607,0.0
doc_1418,10.860338,11.188044,10.860338,11.188044,0.0
doc_1419,9.323714,9.438246,9.323714,9.438246,0.0
doc_1420,12.043914,10.9875555,12.043914,10.9875555,0.0
doc_1421,9.340674,9.418499,9.340674,9.418499,0.0
doc_1422,12.354968,9.076205,12.354968,9.076205,0.0
doc_1423,12.227265,8.735782,12.227265,8.735782,0.0
doc_1424,12.190716,8.7570715,12.190716,8.7570715,0.0
doc_1425,12.670874,10.1657095,12.670874,10.1657095,0.0
doc_1426,14.880162,9.953959,14.880162,9.953959,0.0
doc_1427,12.793145,8.882617,12.793145,8.882617,0.0
doc_1428,12.355347,9.387207,12.355347,9.387207,0.0
doc_1429,12.85301,9.5892,12.85301,9.5892,0.0
doc_1430,12.807692,8.957603,12.807692,8.957603,0.0
doc_1431,15.556058,12.097159,15.556058,12.097159,0.0
doc_1432,15.458648,12.013943,15.458648,12.013943,0.0
doc_1433,8.087535,10.307689,8.087535,10.307689,0.0
doc_1434,15.469135,12.013975,15.469135,12.013975,0.0
doc_1435,12.607465,9.579688,12.607465,9.579688,0.0
doc_1436,15.481815,12.022812,15.481815,12.022812,0.0
doc_1437,12.08839,8.975997,12.08839,8.975997,0.0
doc_1438,15.3726845,12.068088,15.3726845,12.068088,0.0
doc_1439,12.871442,9.563074,12.871442,9.563074,0.0
doc_1440,15.434273,11.985597,15.434273,11.985597,0.0
doc_1441,15.13729,10.019451,15.13729,10.019451,0.0
doc_1442,12.70285,9.584369,12.70285,9.584369,0.0
doc_1443,14.452965,8.859067,14.452965,8.859067,0.0
doc_1444,11.918425,8.901421,11.918425,8.901421,0.0
doc_1445,14.407145,8.8524885,14.407145,8.8524885,0.0
doc_1446,12.732017,9.089416,12.732017,9.089416,0.0
doc_1447,9.767174,11.219642,9.767174,11.219642,0.0
doc_1448,15.134272,10.00801,15.134272,10.00801,0.0
doc_1449,12.933571,9.526451,12.933571,9.526451,0.0
doc_1450,12.065617,9.800361,12.065617,9.800361,0.0
doc_1451,12.111178,12.061436,12.111178,12.061436,0.0
doc_1452,12.734834,8.857732,12.734834,8.857732,0.0
doc_1453,12.903788,9.458294,12.903788,9.458294,0.0
doc_1454,12.751588,9.567047,12.751588,9.567047,0.0
doc_1455,12.815915,9.382975,12.815915,9.382975,0.0
doc_1456,12.847964,9.3276005,12.847964,9.3276005,0.0
doc_1457,14.441907,8.840457,14.441907,8.840457,0.0
doc_1458,8.608602,12.496304,8.608602,12.496304,0.0
doc_1459,10.96105,9.003254,10.96105,9.003254,0.0
doc_1460,10.417469,11.899056,10.417469,11.899056,0.0
doc_1461,12.451695,8.442567,12.451695,8.442567,0.0
doc_1462,12.462683,8.594881,12.462683,8.594881,0.0
doc_1463,14.459636,8.863525,14.459636,8.863525,0.0
doc_1464,9.110518,10.290801,9.110518,10.290801,0.0
doc_1465,10.40762,9.699433,10.40762,9.699433,0.0
doc_1466,10.403942,9.754789,10.403942,9.754789,0.0
doc_1467,4.754825,13.550688,4.754825,13.550688,0.0
doc_1468,14.423994,8.85756,14.423994,8.85756,0.0
doc_1469,14.470422,8.875458,14.470422,8.875458,0.0
doc_1470,15.079121,13.730025,15.079121,13.730025,0.0
doc_1471,15.550612,12.058434,15.550612,12.058434,0.0
doc_1472,10.734232,12.035273,10.734232,12.035273,0.0
doc_1473,11.819368,12.829621,11.819368,12.829621,0.0
doc_1474,9.285976,15.756852,9.285976,15.756852,0.0
doc_1475,9.039692,15.771632,9.039692,15.771632,0.0
doc_1476,15.296806,14.057466,15.296806,14.057466,0.0
doc_1477,9.917613,12.60894,9.917613,12.60894,0.0
doc_1478,9.982446,11.484396,9.982446,11.484396,0.0
doc_1479,9.872211,11.334508,9.872211,11.334508,0.0
doc_1480,9.914269,11.352577,9.914269,11.352577,0.0
doc_1481,10.379287,9.629646,10.379287,9.629646,0.0
doc_1482,10.432832,10.578056,10.432832,10.578056,0.0
doc_1483,10.549707,11.091029,10.549707,11.091029,0.0
doc_1484,10.371312,11.973064,10.371312,11.973064,0.0
doc_1485,10.236795,13.871857,10.236795,13.871857,0.0
doc_1486,10.802218,10.462928,10.802218,10.462928,0.0
doc_1487,10.256528,11.094171,10.256528,11.094171,0.0
doc_1488,10.416708,10.554018,10.416708,10.554018,0.0
doc_1489,11.176619,11.123275,11.176619,11.123275,0.0
doc_1490,10.435455,9.752801,10.435455,9.752801,0.0
